prompt,model_answer,is_hallucination,correct_answer,comment,hallucination_probability,prediction
Какой процент носителей бретонского языка говорит на ваннском диалекте?,"Для ответа на этот вопрос необходимо учитывать данные о распространении различных диалектов бретонского языка в Бретани, Франция. Согласно последним исследованиям и оценкам, около 20% всех носителей бретонского языка говорят на ваннском диалекте. Ваннский диалект является одним из наиболее распространенных диалектов бретонского языка, наряду с корнуэльским и леонардским.",True,16%,,0.7826865227147256,1
"В каком городе в 641 году арабы взяли, и в документе о сдаче которого евреям был посвящён особый раздел?","Город, который арабы взяли в 641 году, а в документе о сдаче которого евреям был посвящён особый раздел — это Иерусалим.",True,Александрия,,0.7700703296858797,1
Какой год указан в референсе как дата основания Самарского архиерейского дома?,В реферате указана 1654 год как дата основания Самарского архиерейского дома.,True,1851,,0.7027853189157967,1
"Кто является главным героем повести Ф. И. Самохина, описанным как честный и волевой юноша, который, истекая кровью, валится на амбразуру дзота на Лысой горе?","Главным героем повести Ф. И. Самохина «Лысая гора» является молодой солдат по имени Иван. Он описан как честный и волевой юноша, который, истекая кровью, бросается на амбразуру вражеского дзота на Лысой горе.",True,Чолпонбай Тулебердиев,,0.8058395361171211,1
"В каком году Верховный суд США отказался рассматривать дело об авторских правах на Винни-Пух, поддержав решение Апелляционного суда?","Верховный суд США в 2014 году отказался рассматривать дело о правах на персонажа Винни-Пух, поддержав решение Апелляционного суда.",True,2006,,0.9188811293685674,1
В каком году Джонатан Свифт опубликовал памфлет «Рассуждение о неудобстве уничтожения христианства в Англии»?,Джонатан Свифт опубликовал памфлет «Рассуждение о неудобстве уничтожении христианства в Англии» в 1708 году.,False,1708,,0.03146879016859781,0
"Как называется знак, используемый для обозначения антидизъюнкции и связанный с именем Чарльза Пирса?","Знак, используемый для обозначения антидизъюнкции и связанный с именем Чарльза Пирса, называется стрелкой Пирса.",False,стрелка Пирса,,0.43149432811915217,0
В каком возрасте умер тренер сборной Сингапура Чу Сенг Куи?,Тренер сборной Сингапура по футболу Чоу Сенг Куи скончался в 2013 году в возрасте 78 лет.,True,68 лет,,0.7205110153134026,1
В каком году на картине Гарри Пэйна «Часовой Чёрной Стражи» изображено событие?,"Картина Гарри Пэйна «Часовой Чёрной Стражи» была написана в 1859 году и изображает событие из истории США, связанное с Гражданской войной.",True,1892,,0.7270448592139768,1
В каком году Дэвид Боуи был задержан таможней в Восточной Европе за перевозку нацистской атрибутики?,Дэвид Боуи был задержан таможней в 1976 году в Австрии за перевозку нацистской атрибутики.,True,1976,"Инцидент с нацистской атрибутикой в 1976 году произошел при досмотре поезда на советско-польской границе (в Бресте), Австрия здесь ни при чем",0.11602244733378562,0
К какому статусу угрозы относится белоголовая птица-мышь по классификации Международного союза охраны природы?,"Белоголовая птица-мышь (*Strepera graculina*) имеет статус ""Вызывающий наименьшее беспокойство"" (Least Concern) по классификации Международного союза охраны природы (МСОП).",True,LC,"Белоголовая птица-мышь — это Colius leucocephalus. Нейросеть сгенерировала латинское название Strepera graculina (пестрохвостая ворона-флейтист), что является грубой биологической ошибкой.",0.888404503614757,1
Какую формулировку русской национальной идеи в романе Виктора Пелевина «Generation „П“» предложил таксист?,"В романе Виктора Пелевина «Generation „П“» таксист предлагает следующую формулировку русской национальной идеи:

«Русская национальная идея — это когда ты сидишь на диване и смотришь телевизор, а тебе говорят, что у тебя есть Родина».",True,чтобы лично меня мордой об стол не били,,0.8265121338338766,1
"В каком году из многолетней мерзлоты в Сибири был описан вирус Pithovirus, который в настоящее время считается крупнейшим из известных вирусов?","Вирус Pithovirus был впервые обнаружен и описан в 2014 году из образцов вечной мерзлоты, взятых на полуострове Таймыр в Сибири.",True,2014,"Образцы вечной мерзлоты, в которых нашли Pithovirus, были взяты на Чукотке (Колымская низменность), а не на полуострове Таймыр.",0.20021257236200468,0
"В каком городе Джеймс Тони завоевал титул чемпиона мира по версии IBF в средней весовой категории, победив Майкла Нанна?",Джеймс Тони завоевал титул чемпиона мира по версии IBF в средней весовой категории в городе **Лос-Анджелес**.,True,Давенпорт,,0.9224951471263819,1
В каком году Карл Брюллов отправился в зарубежную поездку вместе со своим братом Александром после окончания Академии художеств?,Карл Павлович Брюллов и его брат Александр отправились в зарубежную поездку в 1822 году после окончания Академии художеств.,False,1822,,0.10474285461894646,0
Кто был избран имамом Дагестана в январе 1833 года после смерти Гази-Мухаммада?,В январе 1833 года после смерти Гази-Мухаммама имамом Дагестана был избран Гамзат-бек.,False,Гамзат-бек,,0.06382204582913227,0
"Сколько человек вмещал стадион «Фейеноорда», который стал одним из факторов переезда Йохана Кройфа в этот клуб в 1983 году?","Стадион «Фейеноорда» в Роттердаме, на котором играл Йохан Кройф, называется «Де Куйп». Его вместимость составляет около 50 тысяч зрителей.",False,более 47 тысяч человек,,0.7146768272729139,1
Из какого материала были выложены подводные части береговых устоев Благовещенского моста?,Подводные части береговых устоев Благовещенского моста были выложены из гранита.,False,финляндского гранита,,0.5871317779308575,1
Кому Борис Ельцин передал «ядерный чемоданчик» 31 декабря 1999 года?,"Борис Ельцин передал «ядерный чемоданчик» Владимиру Путину 31 декабря 1999 года, когда он объявил о своей отставке и передаче власти новому президенту России.",False,Владимиру Путину,,0.02168052814495627,0
Кто перехватил письмо С. Г. Волконской к Марии Николаевне Волконской?,Письмо С. Г. Волконской к М. Н. Волконской было перехвачено и прочитано тайной полицией Николая I.,True,Александр Раевский,,0.504819835894961,1
Кто выиграл конкурс дизайна на новое здание лодочной станции возле Зеехауса в Английском саду Мюнхена?,Победителем конкурса дизайна на новое здание лодочной станции возле Зеехауса в Английском саду Мюнхена стал архитектор **Мартин Шульц** (*Martin Schulz*). Его проект был выбран из нескольких предложенных вариантов и получил одобрение жюри и общественности благодаря своей современной эстетике и функциональности.,True,Александр фон Бранча,,0.7603525078539023,1
В каком году настольный теннис был впервые включен в программу летних Олимпийских игр?,"Настольный теннис впервые был включён в программу летних Олимпийских игр в 1988 году на XXIV Олимпиаде в Сеуле, Южная Корея.",False,1988,,0.11150341014096435,0
Сколько секунд красные фламинго могут замирать в одной позе во время брачного ритуала?,"Красные фламинго способны оставаться неподвижными в течение длительного времени, особенно во время брачных ритуалов. Они могут сохранять одну и ту же позу до нескольких минут, а иногда даже дольше. Это поведение помогает им привлекать внимание партнёров и демонстрировать свою силу и здоровье.",True,2—4 секунды,,0.7914183792866338,1
Кто подговорил воина из гарнизона Антиохии открыть городские ворота для крестоносцев 3 июня 1098 года?,"Подговором горожан и воинов в Антиохии к открытию ворот для крестоносцев занимался Боэмунд Тарентский, один из предводителей Первого крестового похода.",False,Боэмунд,,0.27757358615962796,0
Какую продолжительность имела телетрансляция при переходе астронавтов в лунный модуль миссии «Аполлон-15»?,Телетрансляция перехода астронавтов в лунный модуль миссии «Аполлон-15» длилась около 20 минут.,True,49 минут,,0.6466380087029054,1
"Кто руководил советской комиссией, посетившей Германию в марте 1940 года для закупки авиационной техники, включая ознакомление с самолётом Heinkel He 100?","Руководителем советской комиссии, посетившей Германию в марте 1940 года для закупки авиационной техники и ознакомления с самолётом Heinkel He 100, был генерал-лейтенант авиации Яков Владимирович Смушкевич.",True,А. С. Яковлев,,0.6966408068945943,1
Кем является протагонист игры God of War: Ghost of Sparta?,"Протагонистом игры ""God of War: Ghost of Sparta"" является Кратос, также известный как Призрак Спарты.",False,Кратос,,0.094975052530128,0
В каком городе в 2010 году был открыт памятник героям фильма «Бриллиантовая рука»?,Памятник героям фильма «Бриллиантовая рука» был открыт в 2010 году в Сочи.,False,Сочи,,0.06276238164183369,0
"Какие две группы республик в СФРЮ в 1980-х годах противостояли друг другу в вопросе изменения Конституции 1974 года, если первая группа состояла из Сербии, Черногории и отчасти Македонии?","В 1980-х годах в СФРЮ существовало два основных лагеря по вопросу изменения Конституции 1974 года. Первая группа включала Сербию, Черногорию и, в некоторой степени, Македонию. Эти республики стремились к сохранению существующего конституционного порядка и противились любым изменениям, которые могли бы ослабить их влияние или изменить баланс сил внутри федерации.

Противоположную позицию занимали другие республики, такие как Хорватия, Словения и Босния и Герцеговина. Они выступали за более демократические реформы и большую автономию для своих регионов. Этот конфликт между двумя группами стал одной из причин последующего распада Югославии и гражданской войны в регионе.",False,Словения и Хорватия,,0.5006459818209762,1
Кем была Ингеборг Рапопорт в клинике «Шарите» в Восточном Берлине?,Ингеборг Рапопорт была врачом-клиницистом и руководителем отделения нейрохирургии в клинике «Шарите» в Восточном Берлине. Она также занималась исследованиями в области нейронаук и внес значительный вклад в развитие медицины в Германии.,True,Педиатром и профессором,,0.7435331908349887,1
Какой величине сдвига букв алфавита в шифре Цезаря использовал сам Цезарь?,"Шифр Цезаря — это один из самых простых и известных методов шифрования, который был назван в честь римского императора Гая Юлия Цезаря. Этот метод заключается в смещении каждой буквы алфавита на определенное количество позиций по кругу. 

Сам Цезарь использовал сдвиг в 3 позиции. То есть каждая буква в исходном тексте заменялась буквой, которая находится на три позиции дальше по алфавиту. Например, «А» заменяется на «Г», «Б» на «Д», и так далее. Если при счёте буква выходит за пределы конца алфавита, то она возвращается к началу. Например, если мы сдвинем «Я» на три позиции вперёд, получим «В».

Этот шифр является примером подстановочного шифра, где каждая буква исходного текста заменяется другой буквой согласно определённому правил.",False,на три позиции,,0.11858049661773823,0
Кто является промоутером Энтони Джошуа?,Промоутер Энтони Джошуа — Эдди Хирн.,False,Эдди Хирн,,0.023418930198751253,0
Сколько чехов проживало в Боснии и Герцеговине согласно переписи 1910 года?,"Согласно переписи населения 1910 года, в Боснии и Герцеговине проживало **235** человек чешского происхождения.",True,7095,,0.8126005042000762,1
"Когда в дневнике старшего из братьев Стругацких было зафиксировано завершение работы над повестью «Жиды города Питера, или Невесёлые беседы при свечах»?","Завершение работы над повестью «Жиды города Питера, или Невесёлые беседы при свечах» было зафиксировано в дневнике старшего из братьев Стругацких, Аркадия Натановича Стругацкого, 25 декабря 1974 года.",True,2 марта,,0.8837374973897875,1
"Против кого в 1973 году провёл теннисный матч, известный как «Битва полов», Бобби Риггс?","В 1973 году Бобби Риггс провёл теннисный матч, известный как «Битва полов» против Билли Джин Кинг. Этот матч стал знаковым событием в истории тенниса и борьбы за равенство женщин в спорте.",False,Билли Джин Кинг,,0.1415370094048165,0
В каком году Рамису Аймету вручили премию Джалиля?,Рамис Аймет получил премию Джалиля в 2018 году.,True,2017,,0.7049006391314018,1
"Какие деньги заменены на очки здоровья в версии «Монополии» по Fortnite, выпущенной компанией Hasbro?","В версии «Монополии» по Fortnite, выпущенной компанией Hasbro, вместо денег используются очки здоровья.",False,деньги,,0.8443416509738644,1
В каком году альбом «Como Ama una Mujer» занял первое место в американском чарте Top Latin Albums?,Альбом «Como Ama una Mujer» группы Maná занял первое место в американском чарте Top Latin Albums в 1994 году.,True,2007,,0.9013147549556689,1
"В шестой песне «Рая» «Божественной комедии» император Юстиниан I рассказывает Данте, кому он передал ведение военных кампаний, чтобы сам сосредоточиться на кодификации римского права?","Император Юстиниан I в шестой песни «Рая» «Божественной комедии» говорит Данте, что передал ведение военных кампаний своему полководцу Велизарию.",False,Велизарию,,0.1544559394638498,0
В каком году состоялась премьера спектакля «Жизнь Галилея» в Театре на Таганке под руководством Юрия Любимова?,Премьера спектакля «Жизнь Галилея» в Театре на Таганке под руководством Юрия Любимова состоялась в 1966 году.,False,1966,,0.10956613317266224,0
Кто возглавил разработку плана операции «Буря» после назначения на должность начальника хорватского Генштаба 15 июля 1995 года?,После назначения на должность начальника хорватского Генерального штаба 15 июля 1995 года генерал Анте Готовина стал главным разработчиком и руководителем операции «Буря».,True,Звонимир Червенко,,0.8024509811409023,1
"Как вращается жгутик у монотрихов, например у Pseudomonas aeruginosa, когда он толкает клетку вперёд?","## Как вращается жгутик у монотрихов, например у *Pseudomonas aeruginosa*, когда он толкает клетку вперёд?

### Механизм вращения жгутика

Жгутики бактерий, таких как *Pseudomonas aeruginosa*, представляют собой тонкие белковые структуры, которые обеспечивают движение клетки в жидкой среде. В отличие от эукариотических клеток, где жгутики состоят из микротрубочек и движутся за счёт взаимодействия с АТФ, бактериальные жгутики работают по совершенно иному принципу.

#### 1. Структура жгутика

Бактериальный жгутик состоит из нескольких компонентов:
- **Базальное тело**: включает в себя моторный комплекс, который преобразует химическую энергию (обычно протонный градиент) в механическую работу.
- **Крюк**: гибкая часть, которая передаёт вращательное движение на жгутик.
- **Жгутик**: полая спиральная структура, состоящая из белка флагеллина.

#### 2. Движение жгутика

Когда бактерия движется вперёд, жгутик совершает **вращательные движения**. Этот процесс происходит следующим образом:

- **Моторный комплекс** в базальном теле использует",True,по часовой стрелке,,0.8157924432701466,1
"Кто убил первого мужа царицы Дидоны, за которым она была замужем до встречи с Энеем?","Первый муж царицы Дидоны был по имени Сихей. Он был убит в результате заговора, организованного его братом Пигмалионом, который стремился захватить трон и жениться на Дидоне.",True,Пигмалион,"Пигмалион был родным братом самой Дидоны, а не братом ее первого мужа Сихея",0.24689548977951206,0
С кем Григорий Донской создал школьный учебник «История Средних веков» для 6-го класса?,Григорий Александрович Донской совместно с В. П. Будаковым создали учебник «История Средних веков» для 6-го класса.,True,Екатериной Агибаловой,,0.7654216971266258,1
Кто был выбран центром в стартовую пятёрку Матча всех звёзд НБА 2009 от команды Западной конференции?,"Центром в стартовую пятёрку Матча всех звёзд НБА 2009 от команды Западной конференции был Дуайт Ховард из ""Орландо Мэджик"".",True,Яо Мин,,0.8917591791745769,1
"Кто, согласно толкованию Оригена, был назван «не столько царствующим, сколько разбойничающим» после сошествия Христа в ад?","Согласно толкованию Оригена, сатана был назван «не столько царствующим, сколько разбойничающим» после сошествия Христа в ад.",False,Дьявол,,0.60303956157552,1
"Сколько стоила запись альбома Питера Гэбриела «So», завершённого в феврале 1986 года?","Запись альбома Питера Гэбриела «So» обошлась примерно в $250,000.",True,£200 000,,0.49268485998120887,1
"Сколько лет прошло между финалом, в котором Кевин Макхейл играл со сломанной ногой, и следующим выходом «Бостон Селтикс» в финал НБА?","Финал НБА 1986 года проходил с 27 июня по 1 июля 1986 года. В этом финале играли «Бостон Селтикс» против «Хьюстон Рокетс». Финал 1986 года был последним для «Селтикс», которые не выходили в финал до 2008 года. Таким образом, следующий выход «Бостон Селтикс» в финал НБА состоялся через 22 года после финала 1986 года.",True,21,,0.8994510430736441,1
"Сколько солидов составлял штраф за убийство франка по сравнению с убийством римлянина или лита согласно титулу XLII, § 4 «Салической правды»?","Согласно титулу XLII, § 4 «Салической правды», штраф за убийство франка составлял 80 солидов, в то время как за убийство римляна — 60 солидов и за убийство лита — 35 солидов.",True,двойную сумму,,0.6936232534800202,1
"Какова максимальная скорость ветра, зарегистрированная на планете Уран на широте +50°?",На планете Уран максимальная зарегистрированная скорость ветра составляет около 900 км/ч.,False,более чем 240 м/с,,0.5011831013439552,1
"Кто возглавил движение усташей, образованное хорватскими националистами в ответ на введение диктатуры королём Александром I в 1929 году?","Движение усташей было возглавлено Анте Павеличем, который стал лидером этого движения после его основания в 1929 году в ответ на введение диктатуры королём Александром I в Югославии.",False,Анте Павелич,,0.07938669411549495,0
Сколько отзывов критиков было учтено при формировании рейтинга фильма «Тор» на сайте Metacritic?,На сайте Metacritic рейтинг фильма «Тор» основан на 35 отзывах кинокритиков.,True,39,,0.8278298690049314,1
Какой титул получил Пирс Гавестон после возвращения ко двору при Эдуарде II?,После возвращения ко двору при короле Эдуарде II в 1307 году Пирс Гавестон был пожалован титулом графа Корнуолла.,False,граф Корнуолла,,0.7873328008734608,1
В каком году Илья Репин начал работу над полотном «Крестный ход в Курской губернии»?,Илья Репин начал работу над картиной «Крестный ход в Курской губернии» в 1879 году.,True,1877,,0.6646488956361833,1
"Какой метод множественного выравнивания последовательностей строит библиотеку парных выравниваний для построения итогового результата и медленнее, чем Clustal?",Метод MAFFT (Multiple Alignment using Fast Fourier Transform) строит библиотеку парных выравниваний для построения итогового результата и является более медленным по сравнению с методом Clustal.,True,T-Coffee,,0.8548258473069489,1
В каком году был выпущен универсал Alfa Romeo 156 Sportwagon?,Универсальный автомобиль Alfa Romeo 156 Sportwagon был впервые представлен в 2000 году.,False,2000,,0.11794119961662997,0
Когда состоялась трансляция первого телевизионного ролика к фильму «Повелитель стихий»?,Первый телевизионный ролик к фильму «Повелитель стихий» был показан 26 февраля 1984 года на Центральном телевидении СССР.,True,7 февраля 2010 года,,0.7636951210993665,1
"Кто, согласно тафсиру Абу Исхака ас-Салаби, получил Ковчег Завета от Аллаха при изгнании из Эдема?","Согласно тафсиру Абу Исхака ас-Салаби, Ковчег Завета был передан Адаму и Еве после их изгнания из рая.",False,Адам,,0.08283863051195782,0
Кто считается вдохновителями заговора против Гая Юлия Цезаря в 44 году до н. э.?,"Вдохновителями заговора против Гая Юлия Цезаря в 44 году до н. э. были группа сенаторов и политических деятелей, включая Марка Юния Брута, Гая Кассия Лонгина, Децима Брута Альбина, Квинта Лигария, Луция Тиллия Цимбра, а также другие известные римские аристократы и политики. Они считали, что Цезарь стал слишком могущественным и угрожал традициям республики, поэтому решили устранить его, чтобы восстановить баланс власти и предотвратить установление монархии.",False,Марк Юний Брут и Гай Кассий Лонгин,,0.7193285297767873,1
Кто в 367 году до н. э. предпринял поход в Ахайю с целью склонить ахейцев на свою сторону во время Беотийской войны?,В 367 году до н. э. Эпаминонд предпринял поход в Ахайю с целью склонить ахейцев на свою сторону во время Беотийской войны.,False,Эпаминонд,,0.08676615011761755,0
Какая международная награда была вручена картине «Грешница» Генриха Семирадского на венской выставке?,"Картина «Грешница», написанная Генрихом Семирадским в 1879 году, получила высшую награду — золотую медаль — на Венской всемирной выставке 1883 года.",True,медаль «За искусство»,,0.513530866965181,1
В каком году вышла первая монография на английском языке о Хасдае Крескасе?,Первая монография на английском языке о Хасдае Крескасе была опубликована в 1986 году.,True,1920,,0.7452463980953403,1
"Как называется кумранская рукопись 4Qpaleo-Exodᵐ (4Q22), содержащая значительные фрагменты книги Исход с протосамаритянским текстом?",Рукопись 4Qpaleo-Exodᵐ (4Q22) из Кумрана содержит значительные фрагменты книги Исход с протосамаритянским текстом и известна как **«Палеоисход»** или **«Протосамаритянский Исход»**.,False,4Qpaleo-Exodᵐ (4Q22),,0.01801580881275727,0
Кто в 54 году до н. э. был коллегой Публия Сервилия Исаврика на должности претора?,В 54 году до н. э. коллегой Публия Сервилия Исаврика на должности претора был Гай Юлий Цезарь.,True,Катон,,0.8902733722339975,1
В каком городе и его окрестностях с июля по декабрь 1998 года снимался фильм «Бойцовский клуб»?,"Фильм «Бойцовский клуб» был снят в Лос-Анджелесе, Калифорния, США.",False,Лос-Анджелесе,,0.042780950502008856,0
"Кем был утвержден королевский приказ от 26 мая 1868 года, который наделил провинции Онтарио, Квебек, Новую Шотландию и Нью-Брансуик гербами и постановил разместить их на Большой печати Канады?","Королевский приказ от 26 мая 1868 года, который наделил провинции Онтарио, Квебек, Новая Шотландия и Нью-Брансуик гербами и постановил разместить их на Большой печати Канады, был утвержден королевой Викторией.",False,королева Виктория,,0.5779479797377481,1
"Какое стихотворное сравнение «ватной спины» извозчика, упомянутое исследователями в контексте романа «Двенадцать стульев», приписывается поэту Николаю Заболоцкому?","В романе Ильфа и Петрова «Двенадцать стульев» есть описание извозчика с «ватной спиной». Исследователи связывают это описание с произведением Николая Заболоцкого «Деревья», где есть строки о человеке с «ватной спиной».",True,"Сидит извозчик, как на троне, / из ваты сделана броня",,0.6352703269406972,1
В какое время суток раскрываются цветки Виктории боливийской?,Цветки Виктории боливийской раскрываются в ночное время и закрываются на рассвете.,False,ночью,,0.5739692391208043,1
Кто был назначен новым командующим федеральной армией 7 ноября в ходе Мэрилендской кампании?,"Новый командующий федеральной армией, назначенный 7 ноября во время Мэрилендской кампании, — генерал-майор Джордж Макклеллан.",True,Эмброуз Бернсайд,,0.7089937858724431,1
В каком году славяне захватили далматинский город Салоны?,Славяне захватили далматинский город Салоны в 614 году.,False,614,,0.06821296441992467,0
"Какое событие, по мнению Ливия и Орозия, заставило римских граждан благодарить богов так, будто война уже была окончена?","По мнению Ливия и Орозия, римские граждане начали благодарить богов за победу в войне, когда они узнали о победе над галлами.",True,Известие о гибели Гасдрубала и его армии,,0.8072181909042949,1
"Против кого Майк Тайсон проиграл бой за титулы чемпиона мира по версиям WBC, IBF и IBO в июне 2002 года?","Майк Тайсон проиграл бой за титулы чемпиона мира по версиям WBC, IBF и IBO в июне 2002 года против Леннокса Льюиса.",False,Леннокса Льюиса,,0.26382204417203675,0
В каком году Эльдрид Лунден опубликовала свои первые стихи в 4-м номере журнала «Профиль»?,Эльдрид Лунден впервые опубликовала свои стихи в журнале «Профиль» в 1987 году.,True,1966,,0.784485464548517,1
В каком году Стивен Джей Гулд скончался?,Стивен Джей Гулд умер 20 мая 2002 года.,False,2002,,0.12029967908791843,0
"Как назывался роман, который по замыслу Фёдора Достоевского должен был стать завершением синтеза его художественной и поэтической идеи и в котором он планировал полностью выразить себя?","Роман, о котором вы спрашиваете, называется «Братья Карамазовы». Это последний роман Фёдора Михайловича Достоевского, написанный им незадолго до смерти. В этом произведении автор стремился синтезировать свои художественные и философские взгляды, а также полностью выразить свою личность и мировоззрение.",True,Атеизм,,0.8333014200307766,1
"Кто стал президентом Украины после Оранжевой революции 2004 года, прошедшей в Киеве на Майдане Незалежности?","После Оранжевой революции 2004 года президентом Украины стал Виктор Ющенко. Он был избран на выборах, которые прошли после массовых протестов и демонстраций, известных как ""Оранжевая революция"".",False,Виктор Ющенко,,0.035114875457987575,0
"Какой комикс художник Алексей Горбут назвал своей самой запомнившейся работой, стилизованной под американские комиксы золотого века?","Алексей Горбут в своих интервью и на страницах собственных блогов неоднократно упоминал, что считает свою работу «Кошмар» одной из самых запоминающихся и значимых для него. Этот комикс он создавал с особым вниманием к стилю американских комиксов золотого века, стремясь передать атмосферу и эстетику тех времён.",True,Майор Гром: 1939,,0.7773469966883462,1
Какое животное согласно «Теогонии» Гесиода было сыном Ехидны и Тифона и изображалось чудовищным псом о пятидесяти головах?,"Согласно древнегреческой мифологии, это был Цербер — страж подземного царства Аида.",False,Цербер,,0.1161875388536523,0
В каком году Европейский суд по правам человека признал незаконным решение таганрогского суда по делу «шестнадцати» свидетелей Иеговы?,"Европейский суд по правам человека признал незаконным решение Таганрогского суда по делу ""шестнадцати"" свидетелей Иеговы в 2017 году.",True,2022,,0.8965505614947666,1
Какое название было выбрано большинством голосов в 1992 году для основной денежной единицы Армении?,В 1992 году большинство голосов выбрало название «драм» для основной денежной единицы Армении.,False,драм,,0.26963824595561486,0
Какое прозвище получил советский пассажирский паровоз серии П36?,Прозвище «Малыш» получил советский пассажирский паровоз серии П36.,True,Генерал,,0.8584320331086958,1
Кто был последним настоятелем Мойского Свято-Троицкого монастыря с 1911 по октябрь 1917 года?,Последним настоятелем Мойского Свято-Троицкого монастыря в период с 1911 по октябрь 1917 года был архимандрит Никодим (Кузьмин).,True,иеромонах Флавиан (Ф. Шаповалов),,0.6126746026789739,1
